Dia;A;B;C;D;E
07-09-2020;49810,03;43624,99;51110,10;39897,60;49784,50
06-09-2020;50203,12;43899,55;51360,65;40007,40;49833,44
05-09-2020;50203,12;43899,55;51360,65;40007,40;49833,44
04-09-2020;50203,12;43899,55;51360,65;40007,40;49833,44
03-09-2020;50562,15;44116,45;51484,86;40095,85;49862,62
02-09-2020;50285,71;43927,70;51422,11;40101,86;49893,20
01-09-2020;50284,90;43945,29;51404,03;40062,42;49873,61
31-08-2020;50740,93;44291,97;51673,92;40201,65;49953,34
30-08-2020;50749,42;44298,89;51715,11;40219,38;50022,24
29-08-2020;50749,42;44298,89;51715,11;40219,38;50022,24
28-08-2020;50749,42;44298,89;51715,11;40219,38;50022,24
27-08-2020;50822,27;44359,76;51788,80;40257,70;50062,99
26-08-2020;50644,89;44222,19;51603,83;40113,01;49905,91
25-08-2020;50777,30;44274,24;51556,54;40033,34;49787,73
24-08-2020;50631,13;44133,97;51413,05;39919,69;49670,81
23-08-2020;50179,02;43832,04;51141,12;39813,13;49599,59
22-08-2020;50179,02;43832,04;51141,12;39813,13;49599,59
21-08-2020;50179,02;43832,04;51141,12;39813,13;49599,59
20-08-2020;50305,79;43937,16;51195,13;39816,98;49560,70
19-08-2020;51114,09;44420,37;51505,65;39849,71;49486,54
18-08-2020;51405,86;44617,11;51655,30;39928,30;49563,48
17-08-2020;51007,04;44328,11;51440,12;39848,32;49509,20
16-08-2020;50809,89;44235,45;51368,64;39811,14;49480,47
15-08-2020;50809,89;44235,45;51368,64;39811,14;49480,47
14-08-2020;50809,89;44235,45;51368,64;39811,14;49480,47
13-08-2020;50663,79;44123,55;51223,27;39706,42;49401,03
12-08-2020;50563,66;44040,40;51181,94;39679,23;49391,18
11-08-2020;50638,60;44030,68;51110,77;39604,07;49334,73
10-08-2020;49953,04;43582,66;50730,97;39415,84;49200,22
09-08-2020;49695,54;43391,45;50678,62;39419,53;49215,95
08-08-2020;49695,54;43391,45;50678,62;39419,53;49215,95
07-08-2020;49695,54;43391,45;50678,62;39419,53;49215,95
06-08-2020;49551,68;43277,53;50667,23;39458,81;49252,65
05-08-2020;48979,19;42900,78;50287,86;39250,46;49119,19
04-08-2020;48457,17;42563,26;49932,89;39077,61;49009,02
03-08-2020;48148,82;42357,06;49783,46;39003,41;48957,36
02-08-2020;48019,32;42216,03;49637,75;38906,58;48839,05
01-08-2020;48019,32;42216,03;49637,75;38906,58;48839,05
31-07-2020;48019,32;42216,03;49637,75;38906,58;48839,05
30-07-2020;48450,41;42533,34;49955,66;39093,62;48977,60
29-07-2020;48801,55;42785,36;50181,99;39179,29;48987,76
28-07-2020;48770,54;42720,60;50129,52;39146,61;48961,55
27-07-2020;48346,50;42460,53;50014,07;39167,17;49102,85
26-07-2020;48460,19;42515,15;49970,04;39074,06;48956,13
25-07-2020;48460,19;42515,15;49970,04;39074,06;48956,13
24-07-2020;48460,19;42515,15;49970,04;39074,06;48956,13
23-07-2020;48884,94;42688,76;49893,06;38851,71;48627,21
22-07-2020;49196,51;42874,61;50012,18;38848,73;48516,84
21-07-2020;49195,64;42862,84;49940,42;38807,19;48468,41
20-07-2020;49025,06;42746,72;49887,77;38812,06;48526,06
19-07-2020;49001,00;42818,95;50129,58;39092,92;48954,63
18-07-2020;49001,00;42818,95;50129,58;39092,92;48954,63
17-07-2020;49001,00;42818,95;50129,58;39092,92;48954,63
16-07-2020;49139,79;42961,04;50327,47;39257,35;49137,53
15-07-2020;49139,79;42961,04;50327,47;39257,35;49137,53
14-07-2020;49095,20;42920,09;50303,93;39193,26;49065,51
13-07-2020;49180,58;42986,97;50397,06;39287,28;49163,71
12-07-2020;48656,10;42698,32;50237,57;39266,42;49221,61
11-07-2020;48656,10;42698,32;50237,57;39266,42;49221,61
10-07-2020;48656,10;42698,32;50237,57;39266,42;49221,61
09-07-2020;49089,75;43049,65;50658,63;39639,66;49647,80
08-07-2020;49332,66;43164,12;50674,40;39536,75;49501,46
07-07-2020;49715,84;43390,95;50731,32;39483,07;49388,64
06-07-2020;49130,49;42901,30;50277,31;39207,24;49140,55
05-07-2020;48809,51;42693,24;50099,92;39141,58;49103,74
04-07-2020;48809,51;42693,24;50099,92;39141,58;49103,74
03-07-2020;48809,51;42693,24;50099,92;39141,58;49103,74
02-07-2020;48717,99;42599,91;50072,81;39206,51;49166,40
01-07-2020;48611,63;42487,21;49970,48;39134,63;49098,61
30-06-2020;48245,84;42285,46;49872,97;39125,73;49147,18
29-06-2020;48330,88;42355,74;50006,76;39239,31;49285,17
28-06-2020;48330,88;42355,74;50006,76;39239,31;49285,17
27-06-2020;48330,88;42355,74;50006,76;39239,31;49285,17
26-06-2020;48330,88;42355,74;50006,76;39239,31;49285,17
25-06-2020;48536,52;42487,50;50109,62;39234,18;49209,14
24-06-2020;48863,22;42666,62;50246,59;39331,76;49240,84
23-06-2020;48500,26;42424,57;49994,86;39208,35;49186,81
22-06-2020;48535,09;42463,31;50159,25;39380,64;49379,75
21-06-2020;48202,61;42152,58;49642,55;38948,20;48894,74
20-06-2020;48202,61;42152,58;49642,55;38948,20;48894,74
19-06-2020;48202,61;42152,58;49642,55;38948,20;48894,74
18-06-2020;47531,55;41664,29;49059,44;38510,67;48517,62
17-06-2020;46503,71;41002,11;48444,55;38180,59;48343,11
16-06-2020;46674,29;41104,48;48589,24;38315,53;48457,59
15-06-2020;46634,81;41055,47;48585,39;38297,69;48443,56
14-06-2020;46269,14;40842,96;48546,32;38299,71;48494,45
13-06-2020;46269,14;40842,96;48546,32;38299,71;48494,45
12-06-2020;46269,14;40842,96;48546,32;38299,71;48494,45
11-06-2020;46862,23;41217,28;48713,49;38347,89;48477,44
10-06-2020;47295,70;41406,58;48587,64;38087,01;48158,86
09-06-2020;47306,38;41408,59;48516,97;38020,93;48071,23
08-06-2020;46661,57;41058,32;48437,64;38125,44;48329,73
07-06-2020;46251,02;40836,28;48485,79;38315,85;48623,43
06-06-2020;46251,02;40836,28;48485,79;38315,85;48623,43
05-06-2020;46251,02;40836,28;48485,79;38315,85;48623,43
04-06-2020;45878,26;40675,03;48527,30;38498,86;48917,82
03-06-2020;45719,40;40593,07;48678,61;38710,38;49180,98
02-06-2020;45482,56;40432,14;48625,61;38745,07;49295,38
01-06-2020;45465,06;40404,32;48633,07;38745,86;49271,76
31-05-2020;45767,07;40582,70;48685,62;38689,40;49186,55
30-05-2020;45767,07;40582,70;48685,62;38689,40;49186,55
29-05-2020;45767,07;40582,70;48685,62;38689,40;49186,55
28-05-2020;45953,41;40630,31;48463,84;38406,86;48779,15
27-05-2020;45181,10;40252,28;48506,25;38752,92;49331,01
26-05-2020;44708,17;39980,82;48443,41;38841,93;49576,13
25-05-2020;44544,08;39838,01;48275,15;38711,38;49474,95
24-05-2020;44706,59;39894,30;48073,49;38373,19;49083,27
23-05-2020;44706,59;39894,30;48073,49;38373,19;49083,27
22-05-2020;44706,59;39894,30;48073,49;38373,19;49083,27
21-05-2020;45035,88;40057,38;48131,02;38269,87;48911,27
20-05-2020;45035,88;40057,38;48131,02;38269,87;48911,27
19-05-2020;44998,52;39999,58;47977,89;38140,16;48763,18
18-05-2020;44096,78;39340,33;47373,43;37740,30;48448,00
17-05-2020;43880,69;39157,83;47181,44;37616,97;48339,80
16-05-2020;43880,69;39157,83;47181,44;37616,97;48339,80
15-05-2020;43880,69;39157,83;47181,44;37616,97;48339,80
14-05-2020;43934,86;39208,88;47260,45;37624,12;48317,63
13-05-2020;44657,96;39658,77;47537,98;37689,22;48290,84
12-05-2020;45040,20;39835,68;47522,56;37560,66;48085,63
11-05-2020;45255,39;39950,15;47469,00;37408,03;47858,13
10-05-2020;45240,82;39939,29;47392,44;37278,61;47718,95
09-05-2020;45240,82;39939,29;47392,44;37278,61;47718,95
08-05-2020;45240,82;39939,29;47392,44;37278,61;47718,95
07-05-2020;45091,53;39807,87;47269,87;37202,49;47608,45
06-05-2020;44884,46;39646,46;47120,54;37122,16;47545,66
05-05-2020;44779,90;39503,38;46963,27;36981,46;47388,50
04-05-2020;45262,57;39879,69;47216,02;37043,24;47360,77
03-05-2020;45941,49;40198,93;47314,31;37004,35;47169,15
02-05-2020;45941,49;40198,93;47314,31;37004,35;47169,15
01-05-2020;45941,49;40198,93;47314,31;37004,35;47169,15
30-04-2020;45941,49;40198,93;47314,31;37004,35;47169,15
29-04-2020;45677,50;39975,58;47137,81;36885,05;47063,28
28-04-2020;45453,76;39797,17;46957,23;36759,98;47007,46
27-04-2020;44871,33;39383,15;46540,25;36499,08;46763,85
26-04-2020;45048,92;39514,95;46620,33;36481,98;46604,21
25-04-2020;45048,92;39514,95;46620,33;36481,98;46604,21
24-04-2020;45048,92;39514,95;46620,33;36481,98;46604,21
23-04-2020;44894,20;39381,26;46425,99;36344,88;46423,46
22-04-2020;44662,42;39217,16;46298,73;36243,41;46344,54
21-04-2020;45273,10;39660,21;46586,97;36340,41;46356,39
20-04-2020;45437,48;39719,63;46595,24;36293,53;46295,14
19-04-2020;44859,99;39307,35;46244,43;36089,16;46131,75
18-04-2020;44859,99;39307,35;46244,43;36089,16;46131,75
17-04-2020;44859,99;39307,35;46244,43;36089,16;46131,75
16-04-2020;45033,33;39450,56;46348,80;36126,55;46152,10
15-04-2020;45210,35;39574,74;46384,30;36095,53;46122,18
14-04-2020;44405,75;38981,91;45954,58;35918,71;46059,02
13-04-2020;44183,88;38790,96;45699,25;35756,10;45951,99
12-04-2020;44149,10;38631,18;45422,91;35424,50;45525,96
11-04-2020;44149,10;38631,18;45422,91;35424,50;45525,96
10-04-2020;44149,10;38631,18;45422,91;35424,50;45525,96
09-04-2020;44149,10;38631,18;45422,91;35424,50;45525,96
08-04-2020;43318,85;38094,27;44922,31;35128,82;45267,14
07-04-2020;43065,79;37880,81;44708,27;35046,40;45247,95
06-04-2020;42139,62;37266,42;44294,39;34840,52;45150,49
05-04-2020;42210,24;37369,13;44437,79;35037,99;45321,30
04-04-2020;42210,24;37369,13;44437,79;35037,99;45321,30
03-04-2020;42210,24;37369,13;44437,79;35037,99;45321,30
02-04-2020;41827,31;37075,56;44211,21;34931,72;45262,53
01-04-2020;42400,76;37391,29;44225,32;34761,32;44885,84
31-03-2020;41989,52;36994,30;43870,72;34614,06;44765,18
30-03-2020;41240,51;36570,03;43583,49;34497,66;44713,53
29-03-2020;41986,86;37003,21;43862,99;34591,66;44728,69
28-03-2020;41986,86;37003,21;43862,99;34591,66;44728,69
27-03-2020;41986,86;37003,21;43862,99;34591,66;44728,69
26-03-2020;40835,22;36170,97;43123,01;34176,05;44461,03
25-03-2020;39854,20;35448,55;42376,58;33765,06;44199,77
24-03-2020;38767,90;34828,76;41968,99;33643,42;44220,56
23-03-2020;39721,57;35533,24;42766,62;34200,30;44676,56
22-03-2020;39792,00;35659,47;42943,26;34451,96;45003,93
21-03-2020;39792,00;35659,47;42943,26;34451,96;45003,93
20-03-2020;39792,00;35659,47;42943,26;34451,96;45003,93
19-03-2020;40071,44;35949,46;43516,20;34971,13;45387,48
18-03-2020;41880,49;37382,07;45046,03;36044,84;46379,74
17-03-2020;41532,84;37184,47;44987,95;35963,11;46320,38
16-03-2020;44734,33;39111,56;46155,94;36223,07;46018,64
15-03-2020;44150,72;38790,51;46026,48;36129,44;45954,82
14-03-2020;44150,72;38790,51;46026,48;36129,44;45954,82
13-03-2020;44150,72;38790,51;46026,48;36129,44;45954,82
12-03-2020;47051,07;40763,09;47796,22;37259,13;46862,81
11-03-2020;48269,09;41523,16;48292,94;37463,28;46883,79
10-03-2020;47854,16;41336,91;48331,83;37521,26;46948,10
09-03-2020;50021,91;42636,13;49076,47;37711,07;46749,10
08-03-2020;50863,98;43108,06;49412,68;37750,58;46544,41
07-03-2020;50863,98;43108,06;49412,68;37750,58;46544,41
06-03-2020;50863,98;43108,06;49412,68;37750,58;46544,41
05-03-2020;50955,05;43115,19;49302,75;37664,03;46421,97
04-03-2020;50264,40;42585,28;48679,43;37144,96;45870,00
03-03-2020;50467,42;42623,98;48496,44;36947,61;45621,90
02-03-2020;49711,00;42162,04;48168,34;36786,67;45494,45
01-03-2020;50441,77;42680,88;48620,20;36979,53;45573,94
29-02-2020;50441,77;42680,88;48620,20;36979,53;45573,94
28-02-2020;50441,77;42680,88;48620,20;36979,53;45573,94
27-02-2020;51351,44;43259,69;49140,97;37305,40;45841,86
26-02-2020;51831,75;43518,24;49400,07;37461,02;45957,25
25-02-2020;52379,19;43831,76;49563,02;37471,22;45866,40
24-02-2020;53535,41;44553,31;49960,14;37510,48;45697,54
23-02-2020;53548,16;44611,30;50107,94;37686,39;45936,12
22-02-2020;53548,16;44611,30;50107,94;37686,39;45936,12
21-02-2020;53548,16;44611,30;50107,94;37686,39;45936,12
20-02-2020;53390,30;44592,58;50237,04;37910,88;46245,32
19-02-2020;53226,96;44535,21;50298,33;38060,14;46451,54
18-02-2020;53370,50;44673,38;50506,53;38230,54;46624,78
17-02-2020;53416,71;44690,38;50536,14;38255,94;46645,87
16-02-2020;53544,46;44775,82;50644,03;38333,55;46717,44
15-02-2020;53544,46;44775,82;50644,03;38333,55;46717,44
14-02-2020;53544,46;44775,82;50644,03;38333,55;46717,44
13-02-2020;53330,03;44675,09;50613,86;38363,29;46799,99
12-02-2020;53236,46;44611,42;50581,44;38346,01;46807,40
11-02-2020;53033,39;44508,85;50565,76;38419,47;46907,31
10-02-2020;52822,52;44374,67;50471,68;38364,30;46870,19
09-02-2020;52703,52;44286,31;50365,90;38303,61;46786,87
08-02-2020;52703,52;44286,31;50365,90;38303,61;46786,87
07-02-2020;52703,52;44286,31;50365,90;38303,61;46786,87
06-02-2020;52354,54;44063,42;50189,80;38241,55;46768,35
05-02-2020;52243,32;43991,87;50147,58;38233,27;46774,52
04-02-2020;51938,79;43784,64;49977,47;38147,96;46714,88
03-02-2020;52487,45;44129,68;50253,38;38237,45;46721,09
02-02-2020;52758,89;44299,17;50370,81;38294,81;46733,49
01-02-2020;52758,89;44299,17;50370,81;38294,81;46733,49
31-01-2020;52758,89;44299,17;50370,81;38294,81;46733,49
30-01-2020;52641,21;44237,71;50366,00;38338,81;46787,43
29-01-2020;52698,77;44283,54;50416,20;38367,13;46828,70
28-01-2020;52480,86;44128,30;50298,12;38293,15;46767,73
27-01-2020;52739,65;44289,26;50381,90;38307,89;46717,87
26-01-2020;52576,88;44196,59;50332,95;38341,02;46773,93
25-01-2020;52576,88;44196,59;50332,95;38341,02;46773,93
24-01-2020;52576,88;44196,59;50332,95;38341,02;46773,93
23-01-2020;52882,34;44410,00;50558,11;38459,14;46869,20
22-01-2020;52746,15;44337,57;50546,41;38489,64;46952,24
21-01-2020;53269,56;44683,81;50823,54;38605,47;47006,53
20-01-2020;53391,41;44756,89;50831,70;38546,42;46908,33
19-01-2020;53328,30;44690,77;50716,18;38421,58;46757,99
18-01-2020;53328,30;44690,77;50716,18;38421,58;46757,99
17-01-2020;53328,30;44690,77;50716,18;38421,58;46757,99
16-01-2020;53113,55;44536,46;50555,36;38317,78;46667,31
15-01-2020;53254,79;44618,36;50595,40;38300,13;46591,73
14-01-2020;53573,14;44822,20;50742,54;38334,84;46562,07
13-01-2020;52981,50;44439,29;50432,64;38191,31;46503,77
12-01-2020;52570,28;44196,88;50295,49;38247,73;46635,05
11-01-2020;52570,28;44196,88;50295,49;38247,73;46635,05
10-01-2020;52570,28;44196,88;50295,49;38247,73;46635,05
09-01-2020;52365,08;44064,12;50226,26;38256,41;46702,22
08-01-2020;52710,59;44272,98;50417,30;38339,96;46737,02
07-01-2020;52457,11;44117,98;50292,60;38302,20;46739,27
06-01-2020;51939,64;43791,26;50021,14;38184,11;46693,64
05-01-2020;51784,17;43674,94;49892,99;38113,35;46634,99
04-01-2020;51784,17;43674,94;49892,99;38113,35;46634,99
03-01-2020;51784,17;43674,94;49892,99;38113,35;46634,99
02-01-2020;50927,31;43097,57;49433,93;37880,46;46480,60
01-01-2020;50732,63;42981,72;49346,71;37842,78;46485,24
31-12-2019;50732,63;42981,72;49346,71;37842,78;46485,24
30-12-2019;50764,99;42986,36;49317,10;37806,13;46448,35
29-12-2019;50717,64;42931,41;49210,69;37713,11;46355,14
28-12-2019;50717,64;42931,41;49210,69;37713,11;46355,14
27-12-2019;50717,64;42931,41;49210,69;37713,11;46355,14
26-12-2019;50930,64;43047,90;49269,76;37703,57;46304,86
25-12-2019;51119,77;43167,21;49387,09;37771,20;46351,93
24-12-2019;51119,77;43167,21;49387,09;37771,20;46351,93
23-12-2019;50868,82;43022,05;49287,02;37758,97;46406,03
22-12-2019;50937,58;43071,05;49356,30;37818,17;46456,50
21-12-2019;50937,58;43071,05;49356,30;37818,17;46456,50
20-12-2019;50937,58;43071,05;49356,30;37818,17;46456,50
19-12-2019;50935,39;43051,89;49361,39;37822,77;46480,33
18-12-2019;51185,48;43223,09;49477,29;37824,04;46476,97
17-12-2019;51387,23;43252,69;49263,01;37489,34;45970,44
16-12-2019;51420,38;43189,85;49029,05;37134,06;45517,32
15-12-2019;51081,16;42914,23;48671,78;36870,60;45233,31
14-12-2019;51081,16;42914,23;48671,78;36870,60;45233,31
13-12-2019;51081,16;42914,23;48671,78;36870,60;45233,31
12-12-2019;50937,09;42787,71;48484,62;36698,25;45010,85
11-12-2019;50922,65;42745,56;48358,28;36554,93;44821,46
10-12-2019;50617,72;42540,69;48176,64;36464,42;44766,88
09-12-2019;50989,14;42763,18;48307,56;36494,70;44758,94
08-12-2019;50925,15;42698,90;48209,88;36407,55;44628,48
07-12-2019;50925,15;42698,90;48209,88;36407,55;44628,48
06-12-2019;50925,15;42698,90;48209,88;36407,55;44628,48
05-12-2019;51140,10;42793,18;48318,04;36504,96;44694,42
04-12-2019;51139,12;42764,42;48308,66;36513,10;44706,55
03-12-2019;51409,05;42944,43;48492,22;36627,90;44821,14
02-12-2019;51865,51;43261,14;48784,43;36825,96;45017,03
01-12-2019;52779,73;43837,95;49243,33;37025,98;45068,12
30-11-2019;52779,73;43837,95;49243,33;37025,98;45068,12
29-11-2019;52779,73;43837,95;49243,33;37025,98;45068,12
28-11-2019;51877,80;43318,04;48897,97;36944,94;45141,12
27-11-2019;51230,63;42896,74;48586,24;36835,94;45143,35
26-11-2019;51324,70;42994,39;48620,94;36810,16;45071,33
25-11-2019;51342,48;42993,31;48591,08;36742,62;44962,50
24-11-2019;51254,02;42935,65;48529,96;36686,66;44892,93
23-11-2019;51254,02;42935,65;48529,96;36686,66;44892,93
22-11-2019;51254,02;42935,65;48529,96;36686,66;44892,93
21-11-2019;51460,24;43086,19;48627,75;36733,45;44902,70
20-11-2019;50982,62;42810,54;48496,69;36793,97;45092,98
19-11-2019;50551,87;42515,94;48243,30;36682,97;45013,67
18-11-2019;50876,49;42682,18;48305,43;36618,66;44734,04
17-11-2019;51068,49;42402,80;47417,07;35490,67;43038,41
16-11-2019;51068,49;42402,80;47417,07;35490,67;43038,41
15-11-2019;51068,49;42402,80;47417,07;35490,67;43038,41
14-11-2019;50726,80;42501,66;48059,49;36459,49;44581,58
13-11-2019;50579,19;42572,29;48413,36;36971,01;45234,73
12-11-2019;49460,76;42011,10;48178,66;37130,73;45692,45
11-11-2019;49287,15;41927,52;48110,76;37108,87;45719,33
10-11-2019;49109,93;41756,61;47895,87;36921,31;45462,12
09-11-2019;49109,93;41756,61;47895,87;36921,31;45462,12
08-11-2019;49109,93;41756,61;47895,87;36921,31;45462,12
07-11-2019;49111,69;41748,55;47839,31;36867,51;45382,69
06-11-2019;49456,02;41979,91;47982,14;36893,72;45336,14
05-11-2019;49085,08;41790,26;47829,81;36853,59;45382,28
04-11-2019;48549,77;41473,68;47658,40;36872,47;45510,90
03-11-2019;48200,56;41342,83;47623,67;36927,51;45658,17
02-11-2019;48200,56;41342,83;47623,67;36927,51;45658,17
01-11-2019;48200,56;41342,83;47623,67;36927,51;45658,17
31-10-2019;48200,56;41342,83;47623,67;36927,51;45658,17
30-10-2019;48200,56;41342,83;47623,67;36927,51;45658,17
29-10-2019;48228,69;41411,45;47760,88;37067,00;45853,17
28-10-2019;48063,64;41336,76;47799,59;37177,69;46032,44
27-10-2019;47889,73;41230,91;47733,66;37162,06;46041,60
26-10-2019;47889,73;41230,91;47733,66;37162,06;46041,60
25-10-2019;47889,73;41230,91;47733,66;37162,06;46041,60
24-10-2019;47909,09;41197,84;47639,49;37046,40;45875,98
23-10-2019;47990,95;41269,37;47665,03;37040,88;45891,95
22-10-2019;47822,13;41249,91;47823,63;37279,93;46269,68
21-10-2019;47425,82;41088,25;47784,97;37342,57;46490,63
20-10-2019;47613,32;41255,95;47977,69;37519,27;46689,64
19-10-2019;47613,32;41255,95;47977,69;37519,27;46689,64
18-10-2019;47613,32;41255,95;47977,69;37519,27;46689,64
17-10-2019;47685,72;41347,41;48241,70;37810,44;47015,97
16-10-2019;47426,87;41214,23;48157,47;37824,26;47089,40
15-10-2019;47089,67;41014,22;48018,81;37787,22;47102,03
14-10-2019;47075,84;41001,36;48018,30;37814,08;47140,08
13-10-2019;46859,55;40875,13;47990,65;37884,57;47259,79
12-10-2019;46859,55;40875,13;47990,65;37884,57;47259,79
11-10-2019;46859,55;40875,13;47990,65;37884,57;47259,79
10-10-2019;46914,95;40924,01;48086,19;37980,03;47361,33
09-10-2019;46678,24;40744,44;47919,19;37869,73;47267,41
08-10-2019;46633,33;40720,75;47872,05;37848,21;47263,05
07-10-2019;46617,09;40682,78;47801,53;37799,15;47211,26
06-10-2019;46565,84;40626,93;47729,06;37727,45;47127,97
05-10-2019;46565,84;40626,93;47729,06;37727,45;47127,97
04-10-2019;46565,84;40626,93;47729,06;37727,45;47127,97
03-10-2019;46853,04;40770,20;47758,61;37626,53;46955,31
02-10-2019;47295,98;41027,46;47902,11;37632,82;46885,08
01-10-2019;47468,33;41161,78;47993,02;37684,78;46926,22
30-09-2019;47489,98;41187,59;48019,85;37697,81;46938,69
29-09-2019;47284,00;41056,54;47915,74;37649,76;46882,52
28-09-2019;47284,00;41056,54;47915,74;37649,76;46882,52
27-09-2019;47284,00;41056,54;47915,74;37649,76;46882,52
26-09-2019;47171,62;41003,32;47917,06;37694,43;46944,40
25-09-2019;47162,80;40994,28;47934,65;37687,00;46934,78
24-09-2019;47320,59;41092,50;47960,58;37648,75;46872,62
23-09-2019;47114,77;40952,70;47840,90;37581,41;46810,93
22-09-2019;46800,24;40748,11;47661,41;37514,13;46777,44
21-09-2019;46800,24;40748,11;47661,41;37514,13;46777,44
20-09-2019;46800,24;40748,11;47661,41;37514,13;46777,44
19-09-2019;46800,24;40748,11;47661,41;37514,13;46777,44
18-09-2019;46800,24;40748,11;47661,41;37514,13;46777,44
17-09-2019;46800,24;40748,11;47661,41;37514,13;46777,44
16-09-2019;46775,60;40744,20;47678,58;37546,57;46819,29
15-09-2019;46868,98;40823,05;47819,60;37695,31;46981,43
14-09-2019;46868,98;40823,05;47819,60;37695,31;46981,43
13-09-2019;46868,98;40823,05;47819,60;37695,31;46981,43
12-09-2019;46747,50;40719,95;47715,33;37643,79;46930,58
11-09-2019;46447,93;40559,66;47674,27;37701,18;47062,69
10-09-2019;46395,63;40536,81;47672,58;37718,79;47085,16
09-09-2019;46216,00;40418,92;47627,85;37740,96;47141,11
08-09-2019;46320,02;40476,77;47669,04;37756,08;47127,31
07-09-2019;46320,02;40476,77;47669,04;37756,08;47127,31
06-09-2019;46320,02;40476,77;47669,04;37756,08;47127,31
05-09-2019;46159,67;40365,32;47611,06;37756,88;47166,77
04-09-2019;45794,76;40078,86;47274,37;37511,65;46923,79
