Dia;A;B;C;D;E
01-07-2014;32065,17;27822,08;32212,36;25327,26;32911,15
30-06-2014;31943,41;27737,21;32131,02;25285,67;32893,85
29-06-2014;31897,51;27702,34;32091,95;25261,07;32868,40
28-06-2014;31897,51;27702,34;32091,95;25261,07;32868,40
27-06-2014;31897,51;27702,34;32091,95;25261,07;32868,40
26-06-2014;31883,51;27691,65;32085,72;25258,99;32862,39
25-06-2014;31886,25;27691,35;32076,37;25251,05;32847,63
24-06-2014;31993,30;27737,95;32111,56;25278,15;32838,32
23-06-2014;32160,21;27838,56;32200,22;25319,76;32846,74
22-06-2014;32151,68;27839,48;32199,15;25318,26;32852,83
21-06-2014;32151,68;27839,48;32199,15;25318,26;32852,83
20-06-2014;32151,68;27839,48;32199,15;25318,26;32852,83
19-06-2014;32126,68;27803,10;32158,86;25294,14;32838,47
18-06-2014;32010,58;27742,87;32118,73;25275,69;32842,29
17-06-2014;31971,38;27726,37;32097,02;25256,62;32828,79
16-06-2014;31943,45;27713,49;32079,38;25241,56;32828,30
15-06-2014;31921,53;27698,60;32058,52;25210,52;32768,87
14-06-2014;31921,53;27698,60;32058,52;25210,52;32768,87
13-06-2014;31921,53;27698,60;32058,52;25210,52;32768,87
12-06-2014;32017,34;27758,82;32102,49;25222,35;32769,04
11-06-2014;32024,56;27767,40;32108,71;25229,10;32783,48
10-06-2014;31854,68;27660,23;32035,23;25211,55;32794,81
09-06-2014;31789,26;27633,65;32025,82;25204,58;32795,56
08-06-2014;31761,13;27612,84;31997,37;25179,32;32762,33
07-06-2014;31761,13;27612,84;31997,37;25179,32;32762,33
06-06-2014;31761,13;27612,84;31997,37;25179,32;32762,33
05-06-2014;31638,96;27533,85;31933,45;25146,17;32741,71
04-06-2014;31575,72;27491,40;31885,31;25120,46;32719,56
03-06-2014;31522,48;27447,05;31852,28;25107,42;32707,53
02-06-2014;31517,93;27449,40;31850,45;25110,72;32728,57
01-06-2014;31470,19;27424,46;31817,09;25081,54;32706,55
31-05-2014;31470,19;27424,46;31817,09;25081,54;32706,55
30-05-2014;31470,19;27424,46;31817,09;25081,54;32706,55
29-05-2014;31571,11;27480,72;31855,89;25088,23;32670,99
28-05-2014;31669,79;27543,27;31903,18;25103,92;32665,49
27-05-2014;31619,11;27516,99;31877,46;25080,08;32649,37
26-05-2014;31579,40;27485,98;31848,04;25065,38;32642,49
25-05-2014;31343,68;27324,29;31703,66;24995,84;32617,29
24-05-2014;31343,68;27324,29;31703,66;24995,84;32617,29
23-05-2014;31343,68;27324,29;31703,66;24995,84;32617,29
22-05-2014;31234,82;27241,99;31624,24;24958,01;32606,24
21-05-2014;31170,27;27220,56;31603,91;24936,63;32584,69
20-05-2014;31170,27;27220,56;31603,91;24936,63;32584,69
19-05-2014;31210,55;27259,93;31634,95;24946,45;32581,41
18-05-2014;31276,93;27292,15;31657,32;24946,74;32534,44
17-05-2014;31276,93;27292,15;31657,32;24946,74;32534,44
16-05-2014;31276,93;27292,15;31657,32;24946,74;32534,44
15-05-2014;31272,40;27282,34;31627,17;24929,70;32528,63
14-05-2014;31178,72;27203,38;31549,06;24891,52;32503,75
13-05-2014;31141,19;27169,11;31519,66;24878,22;32493,32
12-05-2014;31145,43;27174,16;31536,76;24890,11;32499,67
11-05-2014;31159,14;27180,54;31524,15;24868,38;32457,05
10-05-2014;31159,14;27180,54;31524,15;24868,38;32457,05
09-05-2014;31159,14;27180,54;31524,15;24868,38;32457,05
08-05-2014;31495,71;27375,98;31675,46;24910,28;32406,98
07-05-2014;31457,05;27373,07;31683,72;24922,51;32418,68
06-05-2014;31468,22;27385,03;31699,66;24923,60;32431,72
05-05-2014;31442,37;27369,90;31689,40;24924,47;32433,75
04-05-2014;31374,05;27306,80;31644,50;24888,63;32399,78
03-05-2014;31374,05;27306,80;31644,50;24888,63;32399,78
02-05-2014;31374,05;27306,80;31644,50;24888,63;32399,78
01-05-2014;31160,92;27160,00;31504,41;24823,84;32381,56
30-04-2014;31160,92;27160,00;31504,41;24823,84;32381,56
29-04-2014;30990,61;27045,55;31405,22;24768,42;32347,16
28-04-2014;31027,86;27076,47;31422,16;24759,49;32316,72
27-04-2014;31202,21;27181,97;31500,52;24776,51;32293,56
26-04-2014;31202,21;27181,97;31500,52;24776,51;32293,56
25-04-2014;31202,21;27181,97;31500,52;24776,51;32293,56
24-04-2014;31363,51;27284,80;31593,20;24818,08;32302,13
23-04-2014;31350,73;27271,04;31566,02;24797,32;32279,26
22-04-2014;31122,07;27132,43;31440,71;24723,17;32252,07
21-04-2014;31130,99;27145,02;31451,20;24722,64;32236,43
20-04-2014;30991,98;27050,48;31365,63;24672,52;32199,15
19-04-2014;30991,98;27050,48;31365,63;24672,52;32199,15
18-04-2014;30991,98;27050,48;31365,63;24672,52;32199,15
17-04-2014;30991,98;27050,48;31365,63;24672,52;32199,15
16-04-2014;30782,96;26911,26;31250,64;24619,23;32180,44
15-04-2014;30672,65;26842,51;31172,74;24582,47;32163,18
14-04-2014;30560,11;26759,18;31099,35;24553,63;32134,50
13-04-2014;30580,54;26759,19;31086,35;24545,97;32119,14
12-04-2014;30580,54;26759,19;31086,35;24545,97;32119,14
11-04-2014;30580,54;26759,19;31086,35;24545,97;32119,14
10-04-2014;30807,36;26885,32;31192,25;24592,06;32127,80
09-04-2014;30574,02;26725,42;31052,28;24531,75;32117,39
08-04-2014;30671,07;26775,05;31116,68;24573,77;32100,75
07-04-2014;30847,70;26881,71;31196,62;24593,13;32084,92
06-04-2014;30949,79;26937,22;31231,22;24593,05;32059,27
05-04-2014;30949,79;26937,22;31231,22;24593,05;32059,27
04-04-2014;30949,79;26937,22;31231,22;24593,05;32059,27
03-04-2014;30911,67;26915,09;31203,83;24572,70;32036,80
02-04-2014;30699,60;26772,60;31082,73;24517,55;32010,95
01-04-2014;30533,69;26658,48;30987,83;24478,15;31991,70
31-03-2014;30341,34;26538,75;30885,71;24432,78;31975,04
30-03-2014;30133,61;26402,15;30788,29;24392,18;31966,04
29-03-2014;30133,61;26402,15;30788,29;24392,18;31966,04
28-03-2014;30133,61;26402,15;30788,29;24392,18;31966,04
27-03-2014;30224,78;26456,02;30826,54;24401,33;31952,55
26-03-2014;30259,07;26469,53;30838,08;24406,93;31974,53
25-03-2014;30209,19;26428,44;30804,84;24396,69;31965,76
24-03-2014;30175,66;26408,60;30794,13;24397,03;31984,84
23-03-2014;30320,36;26491,98;30878,31;24436,04;31998,15
22-03-2014;30320,36;26491,98;30878,31;24436,04;31998,15
21-03-2014;30320,36;26491,98;30878,31;24436,04;31998,15
20-03-2014;30452,08;26591,33;30971,91;24467,24;31977,71
19-03-2014;30525,51;26640,14;31008,87;24474,08;31963,39
18-03-2014;30293,20;26487,52;30887,80;24414,89;31939,10
17-03-2014;30172,53;26428,85;30851,13;24388,65;31938,48
16-03-2014;30242,97;26456,03;30845,72;24367,80;31872,09
15-03-2014;30242,97;26456,03;30845,72;24367,80;31872,09
14-03-2014;30242,97;26456,03;30845,72;24367,80;31872,09
13-03-2014;30467,24;26587,08;30942,22;24403,92;31845,90
12-03-2014;30545,06;26636,26;30972,53;24404,89;31810,78
11-03-2014;30582,49;26651,53;30975,60;24414,33;31808,66
10-03-2014;30544,24;26637,11;30947,06;24387,04;31784,13
09-03-2014;30510,43;26608,67;30901,61;24350,83;31729,45
08-03-2014;30510,43;26608,67;30901,61;24350,83;31729,45
07-03-2014;30510,43;26608,67;30901,61;24350,83;31729,45
06-03-2014;30443,23;26547,18;30852,92;24316,60;31706,72
05-03-2014;30281,20;26435,61;30748,82;24265,90;31683,20
04-03-2014;30064,67;26300,98;30637,58;24211,37;31666,39
03-03-2014;30366,03;26481,44;30768,68;24261,54;31649,36
02-03-2014;30373,02;26482,24;30768,46;24260,30;31646,24
01-03-2014;30373,02;26482,24;30768,46;24260,30;31646,24
28-02-2014;30373,02;26482,24;30768,46;24260,30;31646,24
27-02-2014;30143,30;26341,24;30669,25;24235,41;31669,25
26-02-2014;30053,34;26265,37;30591,44;24206,24;31656,07
25-02-2014;30048,89;26257,63;30573,31;24194,94;31650,41
24-02-2014;30005,84;26227,54;30548,01;24176,26;31644,21
23-02-2014;29933,49;26176,92;30503,47;24147,22;31634,18
22-02-2014;29933,49;26176,92;30503,47;24147,22;31634,18
21-02-2014;29933,49;26176,92;30503,47;24147,22;31634,18
20-02-2014;29839,65;26115,88;30454,13;24120,52;31620,80
19-02-2014;29821,34;26095,29;30429,56;24103,66;31602,62
18-02-2014;29771,15;26057,15;30386,52;24067,09;31583,94
17-02-2014;29686,51;25996,60;30331,67;24042,45;31571,70
16-02-2014;29531,99;25873,84;30238,18;24006,26;31558,98
15-02-2014;29531,99;25873,84;30238,18;24006,26;31558,98
14-02-2014;29531,99;25873,84;30238,18;24006,26;31558,98
13-02-2014;29665,26;25954,75;30303,71;24024,41;31541,97
12-02-2014;29568,57;25884,40;30243,53;24000,05;31529,30
11-02-2014;29343,41;25730,64;30124,64;23955,65;31525,25
10-02-2014;29293,51;25696,05;30088,83;23945,20;31530,59
09-02-2014;29122,90;25574,94;29983,33;23897,18;31500,19
08-02-2014;29122,90;25574,94;29983,33;23897,18;31500,19
07-02-2014;29122,90;25574,94;29983,33;23897,18;31500,19
06-02-2014;28965,68;25466,04;29895,67;23850,54;31471,18
05-02-2014;28907,76;25438,38;29857,25;23826,38;31460,03
04-02-2014;28952,75;25465,02;29874,07;23826,61;31443,43
03-02-2014;29081,92;25541,96;29917,97;23849,16;31458,43
02-02-2014;28986,90;25471,16;29852,40;23822,99;31446,50
01-02-2014;28986,90;25471,16;29852,40;23822,99;31446,50
31-01-2014;28986,90;25471,16;29852,40;23822,99;31446,50
30-01-2014;29003,44;25481,73;29863,38;23822,34;31408,29
29-01-2014;29111,38;25554,20;29919,27;23833,78;31404,90
28-01-2014;29134,91;25590,76;29960,77;23838,04;31400,31
27-01-2014;29508,05;25860,21;30178,97;23920,23;31401,81
26-01-2014;29850,53;26073,96;30331,33;23972,61;31391,71
25-01-2014;29850,53;26073,96;30331,33;23972,61;31391,71
24-01-2014;29850,53;26073,96;30331,33;23972,61;31391,71
23-01-2014;29926,61;26109,00;30343,76;23978,96;31380,45
22-01-2014;29891,16;26081,93;30322,35;23957,20;31354,31
21-01-2014;29792,16;26016,76;30252,21;23916,95;31317,87
20-01-2014;29666,40;25925,16;30166,72;23866,52;31290,55
19-01-2014;29462,33;25763,02;30016,75;23793,73;31250,36
18-01-2014;29462,33;25763,02;30016,75;23793,73;31250,36
17-01-2014;29462,33;25763,02;30016,75;23793,73;31250,36
16-01-2014;29397,53;25706,32;29958,14;23768,42;31232,24
15-01-2014;29242,23;25606,96;29874,09;23728,14;31221,48
14-01-2014;29169,57;25552,91;29818,01;23678,57;31173,76
13-01-2014;29316,22;25633,65;29881,63;23710,96;31186,83
12-01-2014;29401,93;25697,69;29939,51;23724,04;31165,15
11-01-2014;29401,93;25697,69;29939,51;23724,04;31165,15
10-01-2014;29401,93;25697,69;29939,51;23724,04;31165,15
09-01-2014;29420,11;25714,71;29935,20;23711,19;31146,28
08-01-2014;29382,52;25681,70;29898,57;23691,59;31129,03
07-01-2014;29320,61;25645,29;29855,42;23654,33;31087,69
06-01-2014;29339,07;25648,00;29842,69;23639,67;31062,90
05-01-2014;29465,26;25721,36;29892,63;23653,90;31042,00
04-01-2014;29465,26;25721,36;29892,63;23653,90;31042,00
03-01-2014;29465,26;25721,36;29892,63;23653,90;31042,00
02-01-2014;29478,30;25717,36;29867,12;23639,43;31043,30
01-01-2014;29371,58;25651,78;29812,04;23613,58;31032,48
