Dia;A;B;C;D;E
16-09-2013;27833,19;24611,65;28729,20;22827,02;30263,79
15-09-2013;27812,67;24626,15;28740,12;22827,02;30273,56
14-09-2013;27812,67;24626,15;28740,12;22827,02;30273,56
13-09-2013;27812,67;24626,15;28740,12;22827,02;30273,56
12-09-2013;27937,12;24704,92;28820,79;22859,67;30288,25
11-09-2013;28017,00;24760,81;28874,39;22879,81;30292,87
10-09-2013;27796,52;24617,12;28764,54;22839,08;30282,38
09-09-2013;27391,10;24337,11;28534,72;22749,24;30275,88
08-09-2013;27264,54;24229,13;28437,27;22712,96;30238,77
07-09-2013;27264,54;24229,13;28437,27;22712,96;30238,77
06-09-2013;27264,54;24229,13;28437,27;22712,96;30238,77
05-09-2013;27087,57;24105,65;28344,36;22670,35;30218,20
04-09-2013;27020,67;24067,37;28328,44;22658,67;30206,23
03-09-2013;26976,82;24057,61;28324,84;22651,94;30209,80
02-09-2013;26854,16;23966,74;28259,19;22624,14;30199,44
01-09-2013;26859,37;23952,36;28236,97;22619,97;30180,58
31-08-2013;26859,37;23952,36;28236,97;22619,97;30180,58
30-08-2013;26859,37;23952,36;28236,97;22619,97;30180,58
29-08-2013;26828,86;23929,66;28215,73;22612,85;30176,35
28-08-2013;26924,40;23995,05;28292,04;22639,60;30166,24
27-08-2013;27213,45;24192,19;28428,12;22683,50;30168,79
26-08-2013;27191,13;24169,32;28393,69;22668,56;30164,32
25-08-2013;27170,47;24153,06;28399,77;22667,16;30144,60
24-08-2013;27170,47;24153,06;28399,77;22667,16;30144,60
23-08-2013;27170,47;24153,06;28399,77;22667,16;30144,60
22-08-2013;27163,12;24145,94;28405,82;22677,23;30144,41
21-08-2013;27436,39;24346,25;28555,60;22733,15;30156,93
20-08-2013;27562,76;24431,72;28612,67;22749,94;30147,37
19-08-2013;27575,32;24451,73;28613,96;22728,09;30127,75
18-08-2013;27669,71;24517,62;28666,89;22740,29;30132,82
17-08-2013;27669,71;24517,62;28666,89;22740,29;30132,82
16-08-2013;27669,71;24517,62;28666,89;22740,29;30132,82
15-08-2013;27887,47;24648,22;28766,36;22781,70;30121,18
14-08-2013;27887,47;24648,22;28766,36;22781,70;30121,18
13-08-2013;27714,39;24546,19;28677,28;22747,76;30115,67
12-08-2013;27614,04;24480,86;28622,79;22733,74;30114,74
11-08-2013;27620,59;24468,46;28610,72;22731,50;30096,30
10-08-2013;27620,59;24468,46;28610,72;22731,50;30096,30
09-08-2013;27620,59;24468,46;28610,72;22731,50;30096,30
08-08-2013;27608,34;24449,53;28606,69;22733,57;30082,37
07-08-2013;27728,16;24544,60;28691,29;22759,71;30086,73
06-08-2013;27865,06;24629,24;28744,08;22769,66;30069,26
05-08-2013;28001,53;24739,13;28825,69;22798,76;30081,28
04-08-2013;27921,86;24669,19;28761,86;22764,63;30054,71
03-08-2013;27921,86;24669,19;28761,86;22764,63;30054,71
02-08-2013;27921,86;24669,19;28761,86;22764,63;30054,71
01-08-2013;27735,85;24538,85;28656,42;22725,41;30034,31
31-07-2013;27767,02;24565,01;28677,23;22733,28;30031,16
30-07-2013;27706,43;24545,64;28667,16;22713,88;30022,61
29-07-2013;27747,79;24573,69;28686,30;22707,47;30014,84
28-07-2013;27802,66;24622,10;28723,53;22712,52;29986,22
27-07-2013;27802,66;24622,10;28723,53;22712,52;29986,22
26-07-2013;27802,66;24622,10;28723,53;22712,52;29986,22
25-07-2013;27778,70;24617,94;28724,50;22709,69;29968,81
24-07-2013;27837,44;24644,84;28743,52;22717,41;29963,23
23-07-2013;27668,78;24541,76;28669,35;22694,01;29960,12
22-07-2013;27590,74;24495,63;28635,50;22676,08;29960,94
21-07-2013;27573,47;24492,48;28619,05;22650,83;29950,37
20-07-2013;27573,47;24492,48;28619,05;22650,83;29950,37
19-07-2013;27573,47;24492,48;28619,05;22650,83;29950,37
18-07-2013;27391,02;24361,51;28512,23;22620,64;29961,91
17-07-2013;27318,52;24304,93;28478,32;22611,95;29964,12
16-07-2013;27258,40;24246,54;28424,52;22587,86;29938,58
15-07-2013;27258,40;24246,54;28424,52;22587,86;29938,58
14-07-2013;27318,51;24279,62;28428,88;22564,22;29892,33
13-07-2013;27318,51;24279,62;28428,88;22564,22;29892,33
12-07-2013;27318,51;24279,62;28428,88;22564,22;29892,33
11-07-2013;27063,73;24126,98;28321,14;22515,02;29885,54
10-07-2013;27003,72;24096,17;28292,76;22500,25;29879,42
09-07-2013;26956,89;24082,94;28282,43;22479,28;29873,89
08-07-2013;27001,33;24115,28;28309,71;22483,67;29865,38
07-07-2013;26863,46;24040,27;28221,81;22429,12;29838,58
06-07-2013;26863,46;24040,27;28221,81;22429,12;29838,58
05-07-2013;26863,46;24040,27;28221,81;22429,12;29838,58
04-07-2013;26827,45;24015,76;28208,53;22426,14;29828,07
03-07-2013;26993,13;24126,16;28291,96;22449,22;29825,18
02-07-2013;27315,03;24346,34;28464,27;22506,01;29836,56
01-07-2013;27309,84;24354,11;28478,11;22500,30;29824,61
30-06-2013;27043,06;24165,99;28305,14;22431,25;29810,09
29-06-2013;27043,06;24165,99;28305,14;22431,25;29810,09
28-06-2013;27043,06;24165,99;28305,14;22431,25;29810,09
27-06-2013;26804,15;23986,87;28147,40;22363,34;29779,58
26-06-2013;26622,66;23862,60;28057,53;22327,60;29758,20
25-06-2013;26522,12;23781,47;28011,32;22321,10;29746,27
24-06-2013;26923,14;24050,87;28229,91;22417,42;29767,63
23-06-2013;26979,27;24088,12;28258,77;22430,79;29751,65
22-06-2013;26979,27;24088,12;28258,77;22430,79;29751,65
21-06-2013;26979,27;24088,12;28258,77;22430,79;29751,65
20-06-2013;27288,80;24319,23;28419,11;22495,57;29786,70
19-06-2013;27533,80;24459,89;28524,59;22535,48;29784,35
18-06-2013;27320,96;24326,51;28406,43;22481,98;29788,25
17-06-2013;27217,41;24266,22;28356,04;22458,33;29790,49
16-06-2013;27318,78;24306,58;28366,97;22442,88;29742,90
15-06-2013;27318,78;24306,58;28366,97;22442,88;29742,90
14-06-2013;27318,78;24306,58;28366,97;22442,88;29742,90
13-06-2013;27242,50;24254,70;28315,32;22418,06;29728,24
12-06-2013;27552,12;24451,76;28464,20;22477,64;29724,61
11-06-2013;27924,56;24695,16;28655,91;22552,62;29723,88
10-06-2013;28027,79;24782,90;28717,99;22565,98;29740,62
09-06-2013;28147,95;24879,25;28806,70;22596,09;29747,86
08-06-2013;28147,95;24879,25;28806,70;22596,09;29747,86
07-06-2013;28147,95;24879,25;28806,70;22596,09;29747,86
06-06-2013;28080,00;24845,91;28772,11;22585,68;29740,14
05-06-2013;28240,42;24926,34;28826,85;22601,51;29726,30
04-06-2013;28358,67;24997,18;28882,56;22621,25;29715,95
03-06-2013;28276,02;24936,60;28828,87;22591,06;29675,93
02-06-2013;28236,10;24882,91;28766,32;22558,02;29647,22
01-06-2013;28236,10;24882,91;28766,32;22558,02;29647,22
31-05-2013;28236,10;24882,91;28766,32;22558,02;29647,22
30-05-2013;28177,98;24852,02;28741,59;22549,41;29651,34
29-05-2013;28411,50;25002,83;28854,20;22596,41;29653,04
28-05-2013;28349,58;24978,73;28845,80;22593,08;29665,51
27-05-2013;28338,45;24979,57;28843,47;22589,72;29668,78
26-05-2013;28389,93;25020,73;28881,50;22606,14;29669,34
25-05-2013;28389,93;25020,73;28881,50;22606,14;29669,34
24-05-2013;28389,93;25020,73;28881,50;22606,14;29669,34
23-05-2013;28475,01;25084,64;28927,96;22623,20;29679,65
22-05-2013;28511,91;25103,68;28945,93;22626,77;29666,46
21-05-2013;28359,90;25006,39;28862,67;22585,85;29644,48
20-05-2013;28359,90;25006,39;28862,67;22585,85;29644,48
19-05-2013;28287,97;24981,34;28841,26;22572,14;29657,69
18-05-2013;28287,97;24981,34;28841,26;22572,14;29657,69
17-05-2013;28287,97;24981,34;28841,26;22572,14;29657,69
16-05-2013;28344,19;25018,83;28871,07;22580,36;29654,82
15-05-2013;28274,08;24976,23;28828,45;22553,11;29620,46
14-05-2013;28153,41;24910,09;28774,54;22532,63;29614,08
13-05-2013;28211,87;24966,05;28826,93;22551,21;29620,81
12-05-2013;28204,11;24970,83;28834,60;22551,63;29642,32
11-05-2013;28204,11;24970,83;28834,60;22551,63;29642,32
10-05-2013;28204,11;24970,83;28834,60;22551,63;29642,32
09-05-2013;28225,24;24984,04;28846,72;22556,49;29649,88
08-05-2013;28084,01;24897,09;28795,12;22545,18;29689,86
07-05-2013;27927,65;24802,05;28730,80;22524,04;29681,75
06-05-2013;27861,53;24764,61;28699,84;22508,91;29690,90
05-05-2013;27779,94;24703,72;28641,86;22480,79;29666,47
04-05-2013;27779,94;24703,72;28641,86;22480,79;29666,47
03-05-2013;27779,94;24703,72;28641,86;22480,79;29666,47
02-05-2013;27671,41;24624,24;28554,52;22437,32;29625,64
01-05-2013;27617,52;24581,32;28520,70;22417,95;29600,85
30-04-2013;27617,52;24581,32;28520,70;22417,95;29600,85
29-04-2013;27574,63;24560,41;28501,33;22401,30;29571,09
28-04-2013;27667,66;24619,16;28539,65;22410,53;29566,47
27-04-2013;27667,66;24619,16;28539,65;22410,53;29566,47
26-04-2013;27667,66;24619,16;28539,65;22410,53;29566,47
25-04-2013;27615,61;24587,26;28518,25;22400,77;29566,71
24-04-2013;27584,83;24568,10;28504,13;22398,47;29574,31
23-04-2013;27542,09;24553,87;28504,73;22393,74;29595,51
22-04-2013;27472,68;24505,76;28470,79;22379,42;29598,36
21-04-2013;27221,78;24344,38;28357,92;22334,19;29612,24
20-04-2013;27221,78;24344,38;28357,92;22334,19;29612,24
19-04-2013;27221,78;24344,38;28357,92;22334,19;29612,24
18-04-2013;27135,53;24273,21;28292,07;22299,80;29586,70
17-04-2013;27335,21;24399,32;28379,47;22326,89;29582,69
16-04-2013;27186,26;24328,41;28332,33;22307,01;29604,14
15-04-2013;27505,32;24517,93;28462,51;22347,29;29575,13
14-04-2013;27617,77;24578,44;28482,51;22317,40;29502,93
13-04-2013;27617,77;24578,44;28482,51;22317,40;29502,93
12-04-2013;27617,77;24578,44;28482,51;22317,40;29502,93
11-04-2013;27571,42;24551,85;28458,35;22298,04;29489,08
10-04-2013;27287,27;24379,59;28330,78;22238,09;29472,68
09-04-2013;27147,26;24280,59;28251,03;22201,30;29451,43
08-04-2013;27130,84;24260,23;28226,82;22185,93;29440,63
07-04-2013;27375,17;24438,49;28358,81;22224,90;29426,55
06-04-2013;27375,17;24438,49;28358,81;22224,90;29426,55
05-04-2013;27375,17;24438,49;28358,81;22224,90;29426,55
04-04-2013;27456,88;24491,30;28393,12;22237,82;29426,63
03-04-2013;27655,55;24614,21;28491,12;22275,30;29432,50
02-04-2013;27658,12;24619,70;28487,83;22269,13;29429,59
01-04-2013;27706,90;24654,95;28520,01;22279,30;29433,43
31-03-2013;27703,51;24657,09;28516,51;22273,52;29427,98
30-03-2013;27703,51;24657,09;28516,51;22273,52;29427,98
29-03-2013;27703,51;24657,09;28516,51;22273,52;29427,98
28-03-2013;27703,51;24657,09;28516,51;22273,52;29427,98
27-03-2013;27687,27;24647,87;28512,99;22273,01;29427,45
26-03-2013;27566,45;24576,41;28461,75;22249,08;29420,42
25-03-2013;27611,82;24606,10;28487,96;22260,72;29425,25
24-03-2013;27627,30;24614,78;28481,31;22255,22;29415,74
23-03-2013;27627,30;24614,78;28481,31;22255,22;29415,74
22-03-2013;27627,30;24614,78;28481,31;22255,22;29415,74
21-03-2013;27716,91;24653,02;28499,78;22264,15;29407,19
20-03-2013;27592,93;24570,57;28432,61;22243,14;29408,39
19-03-2013;27653,36;24584,33;28425,25;22239,43;29395,97
18-03-2013;27804,39;24681,52;28497,07;22260,55;29393,83
17-03-2013;27890,19;24747,87;28546,68;22272,85;29388,70
16-03-2013;27890,19;24747,87;28546,68;22272,85;29388,70
15-03-2013;27890,19;24747,87;28546,68;22272,85;29388,70
14-03-2013;27881,54;24752,92;28545,85;22270,55;29388,72
13-03-2013;27988,37;24826,55;28603,81;22287,95;29391,83
12-03-2013;28095,86;24899,45;28663,01;22306,90;29395,27
11-03-2013;28103,72;24901,77;28664,02;22308,57;29410,58
10-03-2013;28002,62;24841,88;28622,81;22294,18;29411,54
09-03-2013;28002,62;24841,88;28622,81;22294,18;29411,54
08-03-2013;28002,62;24841,88;28622,81;22294,18;29411,54
07-03-2013;28018,86;24869,45;28644,48;22297,63;29409,65
06-03-2013;27974,59;24866,85;28660,02;22298,44;29412,88
05-03-2013;27851,97;24782,00;28588,84;22268,25;29392,32
04-03-2013;27899,16;24812,48;28604,02;22263,68;29379,11
03-03-2013;27859,12;24783,65;28574,74;22243,66;29366,14
02-03-2013;27859,12;24783,65;28574,74;22243,66;29366,14
01-03-2013;27859,12;24783,65;28574,74;22243,66;29366,14
28-02-2013;27769,54;24700,48;28510,73;22217,50;29347,41
27-02-2013;27615,84;24602,40;28428,61;22176,30;29318,85
26-02-2013;27712,98;24683,02;28481,52;22180,62;29307,13
25-02-2013;27821,55;24731,50;28520,84;22189,33;29292,36
24-02-2013;27717,69;24665,81;28466,43;22161,67;29266,77
23-02-2013;27717,69;24665,81;28466,43;22161,67;29266,77
22-02-2013;27717,69;24665,81;28466,43;22161,67;29266,77
21-02-2013;27968,27;24837,20;28591,17;22199,30;29267,68
20-02-2013;28087,08;24903,22;28644,27;22214,91;29260,24
19-02-2013;28007,19;24854,15;28606,80;22191,97;29242,94
18-02-2013;28009,86;24857,92;28599,81;22184,19;29230,99
17-02-2013;27993,17;24836,86;28577,79;22168,64;29202,92
16-02-2013;27993,17;24836,86;28577,79;22168,64;29202,92
15-02-2013;27993,17;24836,86;28577,79;22168,64;29202,92
14-02-2013;28006,16;24842,83;28578,04;22164,04;29188,60
13-02-2013;27964,56;24812,84;28551,37;22150,98;29173,53
12-02-2013;27953,06;24804,60;28542,80;22142,90;29157,32
11-02-2013;27960,65;24806,39;28537,61;22135,73;29151,68
10-02-2013;27903,28;24764,69;28496,87;22112,07;29121,13
09-02-2013;27903,28;24764,69;28496,87;22112,07;29121,13
08-02-2013;27903,28;24764,69;28496,87;22112,07;29121,13
07-02-2013;27987,46;24811,99;28527,68;22125,76;29118,53
06-02-2013;27964,00;24785,72;28491,62;22108,65;29103,13
05-02-2013;27908,25;24763,51;28478,82;22102,13;29106,88
04-02-2013;28017,59;24822,87;28521,30;22116,37;29100,94
03-02-2013;27860,70;24725,05;28445,77;22085,84;29094,08
02-02-2013;27860,70;24725,05;28445,77;22085,84;29094,08
01-02-2013;27860,70;24725,05;28445,77;22085,84;29094,08
31-01-2013;27864,99;24726,67;28446,90;22086,99;29090,91
30-01-2013;27905,32;24732,18;28444,45;22089,87;29076,88
29-01-2013;27806,34;24673,06;28409,34;22076,54;29074,65
28-01-2013;27765,13;24637,93;28384,43;22064,70;29077,32
27-01-2013;27719,89;24610,23;28349,06;22043,57;29061,12
26-01-2013;27719,89;24610,23;28349,06;22043,57;29061,12
25-01-2013;27719,89;24610,23;28349,06;22043,57;29061,12
24-01-2013;27770,47;24656,85;28395,50;22058,18;29071,71
23-01-2013;27785,81;24669,68;28411,85;22062,40;29071,82
22-01-2013;27774,71;24658,76;28395,64;22053,59;29062,78
21-01-2013;27750,50;24636,92;28372,46;22041,94;29047,18
20-01-2013;27670,40;24567,80;28309,86;22019,73;29030,29
19-01-2013;27670,40;24567,80;28309,86;22019,73;29030,29
18-01-2013;27670,40;24567,80;28309,86;22019,73;29030,29
17-01-2013;27634,66;24545,39;28289,45;22011,33;29023,07
16-01-2013;27610,66;24520,54;28270,35;21991,58;28995,17
15-01-2013;27563,40;24484,64;28235,80;21968,68;28981,32
14-01-2013;27474,38;24436,89;28217,11;21979,83;29007,07
13-01-2013;27486,72;24444,81;28215,61;21968,48;29004,44
12-01-2013;27486,72;24444,81;28215,61;21968,48;29004,44
11-01-2013;27486,72;24444,81;28215,61;21968,48;29004,44
10-01-2013;27382,56;24365,06;28147,82;21940,07;28999,68
09-01-2013;27289,56;24301,62;28104,23;21924,30;28988,89
08-01-2013;27381,73;24352,14;28131,59;21931,13;28976,31
07-01-2013;27451,41;24380,33;28153,06;21945,60;28975,83
06-01-2013;27404,46;24347,53;28125,14;21942,44;28991,22
05-01-2013;27404,46;24347,53;28125,14;21942,44;28991,22
04-01-2013;27404,46;24347,53;28125,14;21942,44;28991,22
03-01-2013;27365,28;24315,34;28103,03;21934,88;28995,51
02-01-2013;27129,67;24176,71;28022,72;21923,66;29018,85
01-01-2013;26965,56;24087,37;27952,58;21896,87;29022,12
31-12-2012;26965,56;24087,37;27952,58;21896,87;29022,12
30-12-2012;26976,74;24087,14;27950,57;21893,49;29008,19
29-12-2012;26976,74;24087,14;27950,57;21893,49;29008,19
28-12-2012;26976,74;24087,14;27950,57;21893,49;29008,19
27-12-2012;26942,10;24057,84;27926,53;21881,30;28992,23
26-12-2012;26917,24;24043,49;27916,50;21880,97;28995,87
25-12-2012;26839,45;23986,93;27870,80;21859,54;28991,27
24-12-2012;26839,45;23986,93;27870,80;21859,54;28991,27
23-12-2012;26957,58;24056,63;27913,08;21878,42;28992,08
22-12-2012;26957,58;24056,63;27913,08;21878,42;28992,08
21-12-2012;26957,58;24056,63;27913,08;21878,42;28992,08
20-12-2012;26899,54;24028,27;27886,88;21865,73;28988,31
19-12-2012;26893,42;24014,28;27880,52;21867,05;28996,67
18-12-2012;26731,33;23917,21;27815,84;21840,74;28993,05
17-12-2012;26671,17;23878,08;27782,20;21825,00;28986,73
16-12-2012;26595,63;23832,71;27745,83;21826,05;29012,42
15-12-2012;26595,63;23832,71;27745,83;21826,05;29012,42
14-12-2012;26595,63;23832,71;27745,83;21826,05;29012,42
13-12-2012;26672,41;23865,65;27771,39;21828,10;28991,80
12-12-2012;26552,04;23773,95;27695,72;21800,69;28992,16
11-12-2012;26449,86;23707,53;27642,12;21786,14;28993,99
10-12-2012;26402,88;23682,22;27627,69;21785,08;28998,30
09-12-2012;26379,62;23669,49;27621,16;21786,58;29012,04
08-12-2012;26379,62;23669,49;27621,16;21786,58;29012,04
07-12-2012;26379,62;23669,49;27621,16;21786,58;29012,04
06-12-2012;26369,86;23673,90;27631,93;21794,37;29025,81
05-12-2012;26278,13;23613,14;27588,00;21781,72;29032,76
04-12-2012;26289,96;23623,61;27593,67;21784,35;29025,85
03-12-2012;26268,41;23605,12;27580,71;21779,81;29036,33
02-12-2012;26195,38;23548,94;27525,41;21750,58;29024,62
01-12-2012;26195,38;23548,94;27525,41;21750,58;29024,62
30-11-2012;26195,38;23548,94;27525,41;21750,58;29024,62
29-11-2012;26101,89;23495,25;27489,79;21744,98;29031,10
28-11-2012;26112,04;23516,96;27491,00;21740,51;29016,16
27-11-2012;26149,80;23532,72;27499,99;21739,63;29011,25
26-11-2012;26119,81;23508,18;27469,66;21723,76;29005,04
25-11-2012;25919,05;23393,18;27388,15;21685,96;28995,23
24-11-2012;25919,05;23393,18;27388,15;21685,96;28995,23
23-11-2012;25919,05;23393,18;27388,15;21685,96;28995,23
22-11-2012;25924,43;23396,76;27399,55;21694,97;29006,47
21-11-2012;25953,86;23422,79;27428,96;21706,39;29012,71
20-11-2012;25992,09;23442,23;27441,08;21707,48;29020,38
19-11-2012;25852,31;23372,32;27399,52;21697,45;29030,31
18-11-2012;25818,13;23346,42;27367,49;21676,39;28992,65
17-11-2012;25818,13;23346,42;27367,49;21676,39;28992,65
16-11-2012;25818,13;23346,42;27367,49;21676,39;28992,65
15-11-2012;25897,73;23403,60;27403,86;21687,18;28988,58
14-11-2012;26024,41;23474,96;27460,23;21712,80;28989,64
13-11-2012;26040,76;23480,47;27459,03;21702,39;28983,25
12-11-2012;26081,77;23515,38;27485,33;21713,73;28990,07
11-11-2012;26084,36;23518,35;27476,10;21699,35;28960,57
10-11-2012;26084,36;23518,35;27476,10;21699,35;28960,57
09-11-2012;26084,36;23518,35;27476,10;21699,35;28960,57
08-11-2012;26252,72;23610,78;27534,00;21712,79;28940,44
07-11-2012;26470,60;23725,44;27610,62;21733,80;28926,21
06-11-2012;26427,15;23706,37;27598,14;21726,32;28900,85
05-11-2012;26420,51;23713,06;27592,95;21722,54;28908,70
04-11-2012;26272,69;23607,95;27509,95;21683,40;28878,30
03-11-2012;26272,69;23607,95;27509,95;21683,40;28878,30
02-11-2012;26272,69;23607,95;27509,95;21683,40;28878,30
01-11-2012;26272,69;23607,95;27509,95;21683,40;28878,30
31-10-2012;26272,69;23607,95;27509,95;21683,40;28878,30
30-10-2012;26295,61;23623,89;27532,13;21698,10;28893,63
29-10-2012;26257,08;23592,40;27502,92;21685,12;28880,03
28-10-2012;26304,71;23617,70;27516,24;21679,28;28876,43
27-10-2012;26304,71;23617,70;27516,24;21679,28;28876,43
26-10-2012;26304,71;23617,70;27516,24;21679,28;28876,43
25-10-2012;26328,06;23643,94;27532,69;21691,14;28876,70
24-10-2012;26292,49;23621,00;27523,33;21693,14;28892,43
23-10-2012;26386,17;23651,85;27528,48;21687,98;28883,84
22-10-2012;26362,95;23661,35;27534,06;21692,39;28896,11
